_id,age,confidence_new_foods,confidence_raw_ingredients,confidence_recipe,cooking_enjoyment,cooking_frequency,cooking_technique,crowdsourcer_id,dietary_needs,education,employment_status,equipment,gender,ingredients_quantity,meal,preparation,recipe_history,recommend_recipe,science_cooking_process,smart_assistants,step_importance,temperature,time,user_id,knowledge_mean,cooking_confidence,age_group
632b122ec6d26a8f9cb0e885,45_54,1,1,1,7,daily,5,5e07b62f3ccda211e4485812,7,high_school,Employed part time,7,female,7,3,6,2,7,2,less than once a week,3,7,7,12029282-01fb-4ff8-8f59-0b5de1eac71a,2.3333333333333335,1.0,45 or older
632b123bc6d26a8f9cb0e887,35_44,2,2,2,5,4 to 6 times a week,5,60cb50c2bdc488cd99eeb3f0,6,vocational_education,employed,6,female,6,6,6,5,6,4,less than once a week,4,6,6,e8263ffa-542b-46be-a904-01ba17ae606b,4.333333333333333,2.0,younger than 45
632b123ec6d26a8f9cb0e889,18_24,3,3,2,6,daily,7,5edd2ed49bd936a230626508,6,bachelor,Part time employment whilst a student,7,female,7,5,7,4,5,5,2 to 3 times a week,3,7,5,994ca36d-8284-4549-b12f-4afb4a021c09,4.0,2.6666666666666665,younger than 45
632b124dc6d26a8f9cb0e88b,55_64,1,1,1,6,less than once a week,2,5f833576d62eab0b52cbe955,2,bachelor,Self employed,2,male,2,2,2,2,2,2,daily,2,6,6,768c37ec-27c2-4e75-83e7-7259791b4cdb,2.0,1.0,45 or older
632b1258c6d26a8f9cb0e88d,55_64,1,1,1,6,4 to 6 times a week,7,5ac0eabce1546900019bd744,4,bachelor,Casual worker,7,female,7,5,7,4,4,4,never,7,7,7,025a99ba-9cf0-4e29-bb4d-f80d880a0c4b,5.0,1.0,45 or older
632b125cc6d26a8f9cb0e88f,45_54,5,5,5,5,4 to 6 times a week,6,5ecd41b94c2e85070cdafa60,6,bachelor,employed,2,female,6,4,5,3,5,2,once a week,5,6,6,bb7ed819-da35-41f9-9856-b7a1ca44e8d0,3.3333333333333335,5.0,45 or older
632b1279c6d26a8f9cb0e891,45_54,2,1,1,5,daily,5,5c840d70969e2600152b2b5e,5,bachelor,Employed,5,female,7,7,6,4,6,4,4 to 6 times a week,4,7,7,56d091b8-089e-4507-a6ec-c104ff2def49,4.0,1.3333333333333333,45 or older
632b1289c6d26a8f9cb0e893,18_24,2,1,1,6,4 to 6 times a week,6,5e5856ad7a584407b6aaa2f1,6,bachelor,Unemployed,4,male,7,3,3,5,4,6,once a week,5,7,6,b54edcc6-f88d-41f6-8bc2-e454192ad538,5.333333333333333,1.3333333333333333,younger than 45
632b128bc6d26a8f9cb0e895,35_44,1,1,1,6,daily,6,593db4048fcebc00010752b6,4,vocational_education,employed,5,female,7,5,7,2,5,2,daily,4,3,5,9a0e5eed-fe64-439b-be2f-ed04ef51b65f,2.6666666666666665,1.0,younger than 45
632b128fc6d26a8f9cb0e897,18_24,3,2,1,3,once a week,3,60ddf797c60980cc4419fdfe,4,bachelor,unemployed,6,female,7,5,5,2,6,5,4 to 6 times a week,6,7,6,5dcb660d-dc40-432a-aa85-4e65d16bd835,4.333333333333333,2.0,younger than 45
632b12aec6d26a8f9cb0e899,25_34,6,6,6,5,once a week,6,5cf7f4eae289a80001b6e109,5,master,Working full time,6,male,6,5,7,6,7,2,2 to 3 times a week,3,6,6,4a8a383c-e6de-4e94-9997-f48400975cf8,3.6666666666666665,6.0,younger than 45
632b12b8c6d26a8f9cb0e89b,25_34,5,5,5,6,once a week,6,6148b76d62f22aaf78583fd1,6,bachelor,Employed full time,6,female,7,6,7,3,5,3,daily,3,7,6,5224ad71-1bb2-4f89-b539-45dc4b328a90,3.0,5.0,younger than 45
632b12bac6d26a8f9cb0e89d,18_24,3,2,1,4,less than once a week,7,59974e4f0ed7ae0001991a1e,6,bachelor,Unemployed,6,male,7,6,7,7,7,4,daily,4,7,7,2a6c9c68-5601-4c40-9244-3dcff9650762,5.0,2.0,younger than 45
632b12c7c6d26a8f9cb0e89f,25_34,2,2,1,6,once a week,6,60fbb31d5f4288707b6735ed,7,high_school,Working full time,7,female,7,7,7,3,7,3,once a week,3,7,7,90ba93a8-63af-4a9f-aa0d-8e1e9e2e2f45,3.0,1.6666666666666667,younger than 45
632b12c9c6d26a8f9cb0e8a1,25_34,3,6,2,5,less than once a week,7,5f13ce0fb2e79f281f95e1de,6,bachelor,EMPLOYEED,7,female,7,3,7,3,5,6,2 to 3 times a week,3,7,7,b9c4175e-3978-4a28-b60c-c1439a9643e7,4.0,3.6666666666666665,younger than 45
632b12d6c6d26a8f9cb0e8a3,35_44,3,3,3,4,daily,4,5c6dd812066f6b0001556ee1,4,bachelor,Employed,4,female,6,4,6,3,4,3,less than once a week,4,5,7,3b218106-7659-4498-9885-846f6ece6e27,3.3333333333333335,3.0,younger than 45
632b12d7c6d26a8f9cb0e8a5,45_54,6,6,6,2,never,7,606ec7f98cb8b08a1c7620e0,7,master,Fullt-timr employed,7,female,7,4,7,1,7,1,2 to 3 times a week,1,7,7,54b33f41-a0a7-4438-aacb-621cf419aa42,1.0,6.0,45 or older
632b12ecc6d26a8f9cb0e8a7,25_34,4,3,2,4,2 to 3 times a week,7,602520a7131cb02a9887d9dc,4,bachelor,Part time,4,female,7,6,7,5,5,4,never,7,7,6,2ce41354-1775-4f76-bd89-cc2333c2741e,5.333333333333333,3.0,younger than 45
632b12f2c6d26a8f9cb0e8a9,45_54,5,4,2,3,2 to 3 times a week,4,5e53df2d8b62b33daf126ecd,6,bachelor,Part-time employed,4,female,7,2,7,2,4,4,less than once a week,3,7,5,d2cf8a8b-8cc6-40c6-9cf5-23a7dd03ecec,3.0,3.6666666666666665,45 or older
632b12f6c6d26a8f9cb0e8ab,18_24,2,3,2,5,once a week,6,5f2bb6075f057c653b2c85e6,7,bachelor,employed,5,female,7,6,7,2,6,4,4 to 6 times a week,5,7,7,d3ab52d5-4c48-495f-8544-a7b0422ad3b1,3.6666666666666665,2.3333333333333335,younger than 45
632b12fbc6d26a8f9cb0e8ad,25_34,1,1,1,7,4 to 6 times a week,7,62a1dba8defff834dcdff45a,7,high_school,Unemployed,6,male,7,5,7,2,7,5,4 to 6 times a week,5,7,7,39039567-02fb-48ab-9bc2-8eb26e119795,4.0,1.0,younger than 45
632b12fdc6d26a8f9cb0e8af,35_44,2,2,2,3,2 to 3 times a week,4,5c595ccac42cde00015b8d35,5,high_school,Full time employed,6,male,6,6,6,5,6,5,daily,6,6,7,ac39f7d3-3326-4c40-9068-204795225636,5.333333333333333,2.0,younger than 45
632b1300c6d26a8f9cb0e8b1,25_34,2,3,1,5,2 to 3 times a week,5,5de4fc2d603b1b47646ff3c7,6,master,Full time,5,female,7,3,7,2,4,4,once a week,3,7,6,ce1322dd-9a1e-4a35-a890-66ff9d6f7b5e,3.0,2.0,younger than 45
632b130bc6d26a8f9cb0e8b3,25_34,3,3,1,5,2 to 3 times a week,6,628658d60dcc3f5bfc7c200e,4,master,Employed full-time,7,female,7,1,7,7,6,2,never,4,7,7,38f9d3c9-df6f-4c2c-a1a0-05fee1122004,4.333333333333333,2.3333333333333335,younger than 45
632b1310c6d26a8f9cb0e8b5,25_34,1,1,1,7,4 to 6 times a week,7,631621801296ed3860ed10d0,7,high_school,Full Time,7,male,6,7,7,7,7,5,daily,5,7,7,6d805ee7-6d2d-4f4b-8a00-2cc7fdfcca3d,5.666666666666667,1.0,younger than 45
632b1311c6d26a8f9cb0e8b7,25_34,2,5,2,6,once a week,6,61f2abc1a09e72f23cbaf47f,6,master,Full Time Employment,7,male,7,7,7,7,7,7,daily,7,7,7,906111c3-8d69-4c93-9961-0a50d82be853,7.0,3.0,younger than 45
632b1312c6d26a8f9cb0e8b9,25_34,1,1,1,7,4 to 6 times a week,7,5b55f0867c0c5e0001635ee3,6,master,Full time employed,7,male,7,7,7,6,5,4,never,5,7,6,f30f65f7-8a03-4d47-b661-1d039ca74ced,5.0,1.0,younger than 45
632b1316c6d26a8f9cb0e8bb,25_34,2,1,1,7,4 to 6 times a week,5,5e84c4c40a1fb108dcdf1a1c,5,master,Full time,5,female,5,5,4,6,3,6,less than once a week,4,5,5,96029289-db8b-4637-8dfb-bb84ac4b1b24,5.333333333333333,1.3333333333333333,younger than 45
632b1318c6d26a8f9cb0e8bd,25_34,1,1,1,7,4 to 6 times a week,6,5aca226ee734400001da63d0,5,high_school,Employed full time,3,female,7,4,7,1,1,1,4 to 6 times a week,1,7,6,f823a966-6f68-4a84-82c8-3703efbf8282,1.0,1.0,younger than 45
632b1323c6d26a8f9cb0e8bf,35_44,3,3,4,1,less than once a week,5,59d29513a5bbdd0001bf48ac,2,bachelor,self-employed,3,female,2,2,3,1,1,2,never,3,5,6,bffd9d30-c7ba-4ac2-a242-a32c93bf4b76,2.0,3.3333333333333335,younger than 45
632b1333c6d26a8f9cb0e8c1,35_44,3,1,1,6,2 to 3 times a week,7,5fda7c51ab00c6706d064e1c,7,high_school,Employed,6,male,7,5,7,2,6,5,never,5,7,7,a0cf2c55-5621-4710-99f1-b1bcc3114386,4.0,1.6666666666666667,younger than 45
632b1334c6d26a8f9cb0e8c3,18_24,1,1,1,5,2 to 3 times a week,7,5ece79f8b7ffe109bd488629,6,high_school,Student,7,female,7,4,7,2,5,5,daily,5,7,7,cb3f5333-455a-4a9b-9237-4b0224fed16a,4.0,1.0,younger than 45
632b134bc6d26a8f9cb0e8c5,35_44,1,1,1,7,4 to 6 times a week,5,559288fffdf99b2f72cb5b94,7,high_school,Employed,5,female,7,5,5,2,4,3,less than once a week,4,7,5,e9bb8a23-bc20-4fa8-9a09-e1431ab902e3,3.0,1.0,younger than 45
632b1357c6d26a8f9cb0e8c7,25_34,1,1,1,7,4 to 6 times a week,5,5ed10ffbcd9b9401793b67a7,7,bachelor,full time,4,female,7,5,7,7,7,7,daily,4,7,7,85ab6330-a386-45d9-958e-a62f176f4beb,6.0,1.0,younger than 45
632b1358c6d26a8f9cb0e8c9,18_24,2,2,1,7,4 to 6 times a week,6,62a4578fe527425a25284052,7,high_school,Student / Unemployed,7,male,7,7,7,7,7,5,less than once a week,6,6,7,ea5eb8fb-e4a2-4cb6-a311-efd0f3e68a18,6.0,1.6666666666666667,younger than 45
632b135ac6d26a8f9cb0e8cb,18_24,4,5,3,4,less than once a week,6,5ccb3fb3d322be00155c9fce,5,bachelor,Unemployed,7,other,7,2,6,2,4,2,once a week,3,7,7,ff7a3859-69a0-4815-baa8-502407cffbd5,2.3333333333333335,4.0,younger than 45
632b1369c6d26a8f9cb0e8cd,55_64,1,1,1,7,daily,2,5977369c435a7500011593ee,3,master,Not working (took VR in the austerity cuts). I regard myself as our household's Domestic Economist.,2,female,2,1,2,3,1,3,never,2,5,3,498e8530-6ecb-4d2b-8d07-0f923ec68bd7,2.6666666666666665,1.0,45 or older
632b1372c6d26a8f9cb0e8cf,25_34,3,3,2,6,daily,7,5f6e06b1894b922cff51013a,7,bachelor,Employed,7,female,7,7,7,5,7,5,4 to 6 times a week,5,7,7,8ed3a81c-7dac-4f3d-aa4b-4efaa55eb60d,5.0,2.6666666666666665,younger than 45
632b1374c6d26a8f9cb0e8d1,55_64,2,2,1,7,daily,5,5ea088439e592705fe61559d,7,bachelor,Employed part time,5,female,7,5,7,2,5,4,never,7,7,7,4a88b420-4b69-46f5-ae29-dee762944cf3,4.333333333333333,1.6666666666666667,45 or older
632b137fc6d26a8f9cb0e8d3,35_44,3,3,2,6,2 to 3 times a week,7,632100c39d4c93aa71d32feb,5,high_school,Freelance,7,male,7,4,7,4,7,4,2 to 3 times a week,6,7,7,e9fd168a-3047-475b-8ec6-e6a7805fa5b4,4.666666666666667,2.6666666666666665,younger than 45
632b1382c6d26a8f9cb0e8d5,35_44,2,2,1,5,daily,5,6171bdd8852ebf6990682ff4,6,master,employed,6,female,6,5,7,3,4,6,daily,5,6,6,4b41c431-ec08-46fd-82a1-3dd08e360de5,4.666666666666667,1.6666666666666667,younger than 45
632b138ac6d26a8f9cb0e8d7,35_44,1,1,1,7,daily,7,5b99238d30357200010c9ddc,7,bachelor,part time,1,female,5,4,7,7,7,4,4 to 6 times a week,1,7,7,9608df98-44d9-4644-a5b6-863dcbe36a2d,4.0,1.0,younger than 45
632b1396c6d26a8f9cb0e8d9,35_44,1,1,1,7,daily,6,571b79495d40840009c448fe,6,vocational_education,Business owner,7,female,5,5,6,7,5,4,4 to 6 times a week,4,7,7,aeaf1a3f-d9d1-43ed-9203-248bbee30c14,5.0,1.0,younger than 45
632b13afc6d26a8f9cb0e8db,55_64,2,2,2,5,4 to 6 times a week,5,5a2d43114ed219000159a213,6,high_school,Retired,6,female,7,5,7,3,6,2,never,5,7,7,5da43aa0-5cbc-4d1b-a89c-11f9bd12a8c9,3.3333333333333335,2.0,45 or older
632b13b5c6d26a8f9cb0e8dd,45_54,2,2,2,6,2 to 3 times a week,6,5e863e92ed10100b18cf9975,6,high_school,Part Time,7,male,7,4,7,3,5,3,less than once a week,5,7,7,8ade99b1-053e-4d22-b321-c37f75ec36d9,3.6666666666666665,2.0,45 or older
632b13bac6d26a8f9cb0e8df,25_34,5,4,5,3,2 to 3 times a week,2,5ed75b905590ad1d612e7c63,7,phd,Employed full time,7,female,7,5,7,2,6,1,less than once a week,4,7,7,fdf6665f-d39c-4425-8055-b3cc352b9e70,2.3333333333333335,4.666666666666667,younger than 45
632b13c0c6d26a8f9cb0e8e1,35_44,3,2,2,3,2 to 3 times a week,5,5929d9db8bc6770001fc1e50,4,high_school,full time,6,female,6,5,4,6,5,6,4 to 6 times a week,5,6,7,5bc6d3d4-6205-4876-99af-cbd259ce3c52,5.666666666666667,2.3333333333333335,younger than 45
632b13c5c6d26a8f9cb0e8e3,25_34,1,1,1,3,2 to 3 times a week,7,5e47ad846c3d4425c60ccbe5,7,high_school,Part-time,7,female,7,4,7,4,4,5,once a week,7,7,7,0111af12-f033-4049-a33b-1273e7bf9fd1,5.333333333333333,1.0,younger than 45
632b13c8c6d26a8f9cb0e8e5,25_34,4,3,1,6,2 to 3 times a week,6,61474f07f4cfbc50cb3b2f1e,6,high_school,Employed,5,female,6,5,7,4,6,4,less than once a week,5,7,7,7d02c3af-f4db-43f4-84f0-f2bd0a502cea,4.333333333333333,2.6666666666666665,younger than 45
632b13cfc6d26a8f9cb0e8e7,25_34,5,5,3,4,less than once a week,5,5e533e9d1ffa373595a2bcfb,5,bachelor,Unemployed,5,male,7,5,6,3,4,4,never,4,7,6,f32146db-f66d-43c3-b96c-4bd94063b676,3.6666666666666665,4.333333333333333,younger than 45
632b13d4c6d26a8f9cb0e8e9,65,1,1,1,7,daily,6,5ff0715715b59b3ab8009888,7,bachelor,Retired,6,female,6,4,6,2,4,2,never,5,6,6,a2c14c55-9fce-46b7-8ab1-3a7894b0cad9,3.0,1.0,45 or older
632b13d4c6d26a8f9cb0e8eb,45_54,1,1,1,7,daily,3,5ff3802ce1442294e157b720,7,phd,retired,3,female,7,4,6,1,5,5,less than once a week,2,5,7,66eb90fc-9ee4-4389-ad4b-42c042d6a191,2.6666666666666665,1.0,45 or older
632b13d8c6d26a8f9cb0e8ed,35_44,6,6,6,5,daily,6,5ef5c4d6302676029014b815,7,master,Student,6,male,7,7,7,5,7,5,never,6,7,6,25100316-49b1-4254-a066-878748923140,5.333333333333333,6.0,younger than 45
632b13d9c6d26a8f9cb0e8ef,35_44,5,7,7,7,2 to 3 times a week,7,5f0c86cbe4af1361b7158f3e,7,master,self employed,5,male,7,7,6,5,7,3,2 to 3 times a week,6,7,7,8418d726-af66-4275-a700-12b87f5a9ee4,4.666666666666667,6.333333333333333,younger than 45
632b13d9c6d26a8f9cb0e8f1,25_34,2,2,1,6,daily,5,5ea17afa9b1fb6023ebc9117,7,bachelor,employed full time,6,female,7,7,7,5,6,4,never,5,7,7,1996c9d3-7c20-4c29-9cd9-b26206349663,4.666666666666667,1.6666666666666667,younger than 45
632b13dac6d26a8f9cb0e8f3,55_64,1,1,1,7,2 to 3 times a week,6,63052eec3dbd8fe43570ff33,7,bachelor,Self Employed,6,female,7,5,6,3,5,5,once a week,7,6,6,01864be5-a265-4f1a-b891-ed8f2b4c5e95,5.0,1.0,45 or older
632b13dcc6d26a8f9cb0e8f5,18_24,3,3,3,4,4 to 6 times a week,7,6100489a9ac28a5218238157,7,high_school,Student,5,male,7,4,7,5,7,4,less than once a week,5,7,7,61e374ce-5031-4825-b1ef-8790823733f5,4.666666666666667,3.0,younger than 45
632b13ddc6d26a8f9cb0e8f7,18_24,6,5,3,3,less than once a week,7,60dddafcba71ad145265250d,6,high_school,part time employee,7,female,7,7,7,7,6,7,never,6,7,7,2fd21cd3-90e7-487a-9b71-cd7d10d3e1df,6.666666666666667,4.666666666666667,younger than 45
632b13e5c6d26a8f9cb0e8f9,25_34,4,3,1,3,4 to 6 times a week,5,5f4a9715ad5ee6637c2a1f13,4,master,Employed,5,male,7,2,7,2,3,1,2 to 3 times a week,3,5,5,8e951984-eef5-4dfa-91b7-20616399f5cd,2.0,2.6666666666666665,younger than 45
632b13e6c6d26a8f9cb0e8fb,45_54,3,2,1,6,daily,7,5bac1d9dc1155b0001175e55,7,high_school,Homemaker,7,female,7,7,7,7,7,7,less than once a week,7,7,7,9da1450e-a957-49b8-b8fc-c13827527e4f,7.0,2.0,45 or older
632b13eac6d26a8f9cb0e8fd,35_44,2,1,1,6,4 to 6 times a week,6,616152dd33cb19c3b774f6bf,5,bachelor,Employed Part time,7,female,7,4,7,6,4,5,4 to 6 times a week,7,7,7,6e63319c-e259-4d92-92b6-fb74f0715067,6.0,1.3333333333333333,younger than 45
632b13ecc6d26a8f9cb0e8ff,55_64,5,6,3,3,less than once a week,6,5b5832ac32968b00013b56a1,7,bachelor,self employed,6,male,7,4,7,4,5,5,daily,5,7,6,2294503d-2b6d-4dba-a206-8e909c1dd449,4.666666666666667,4.666666666666667,45 or older
632b13f1c6d26a8f9cb0e901,18_24,5,4,2,5,less than once a week,6,5f25714cc810b11f950ea1a5,3,high_school,Unemployed (student),6,male,6,5,7,4,5,4,daily,4,5,6,d7539e07-b66c-4bb7-a389-4b073d78dbf3,4.0,3.6666666666666665,younger than 45
632b13f6c6d26a8f9cb0e903,55_64,2,1,1,5,4 to 6 times a week,5,6006524d0dbd669c1cc00757,5,high_school,retired,4,female,7,3,7,2,7,1,daily,5,7,7,cb371e43-b3b3-41cc-aded-f20726306cbd,2.6666666666666665,1.3333333333333333,45 or older
632b13fcc6d26a8f9cb0e905,55_64,3,2,2,5,4 to 6 times a week,3,5ea0368d3c8e8e04a6c83614,5,high_school,Self,2,male,5,3,7,1,1,6,daily,6,6,7,05d8cb53-1ac7-4135-a66c-fbacc72dd254,4.333333333333333,2.3333333333333335,45 or older
632b1404c6d26a8f9cb0e907,55_64,1,1,1,7,4 to 6 times a week,2,602bebe42e34a23d1d0f72a3,4,bachelor,Employed,3,female,5,6,4,4,2,5,daily,6,5,4,1fb8520f-fe9c-460d-9f51-6eb89851a046,5.0,1.0,45 or older
632b140ac6d26a8f9cb0e909,45_54,1,1,1,4,4 to 6 times a week,7,5f884509e5b5aa2b0d7a8b8e,7,vocational_education,unemployed,7,female,7,7,7,5,7,5,never,7,7,7,d9f66ce4-cf16-4e5e-9f09-36c63b96cc65,5.666666666666667,1.0,45 or older
632b141fe36e24df6040fb15,25_34,1,2,1,4,less than once a week,7,60c18d0606115c8eecb6091b,7,high_school,Unemployed,7,female,7,7,7,7,7,1,daily,7,7,7,54d717a6-7847-4aaa-af7f-b890681911e8,5.0,1.3333333333333333,younger than 45
632b1420e36e24df6040fb17,25_34,6,5,7,5,2 to 3 times a week,7,60368b837f900be76ef6c9db,7,bachelor,Unemployed,6,male,7,4,7,3,5,6,never,5,7,7,d0f03c61-1c66-4f5d-833d-cc205546df1d,4.666666666666667,6.0,younger than 45
632b1421e36e24df6040fb19,65,7,7,7,4,daily,4,61718775a3668e2707f26d98,4,bachelor,Retired,2,female,5,5,5,4,6,3,4 to 6 times a week,5,5,5,f6eba055-9a45-46d2-8f35-5ed955914989,4.0,7.0,45 or older
632b142fe36e24df6040fb1b,45_54,1,2,1,6,4 to 6 times a week,7,61671a9d42eb53946faa44c2,7,bachelor,Full time,5,male,7,3,7,2,6,3,daily,3,7,5,67ff292d-c4fd-423b-bb31-b9db72248834,2.6666666666666665,1.3333333333333333,45 or older
632b1432e36e24df6040fb1d,55_64,3,2,1,6,4 to 6 times a week,6,58174d95a22f0f0001a3f0be,7,phd,Self-employed,7,male,7,6,7,5,6,5,less than once a week,5,7,7,4d014a35-26b2-49d2-ba72-95e121c8f997,5.0,2.0,45 or older
632b1451e36e24df6040fb1f,35_44,6,6,6,7,less than once a week,5,5c7bc8ea5a669300172440fc,5,high_school,Full time,4,female,5,5,5,2,5,4,never,5,5,6,140998ad-a653-47d3-8392-39db394fe545,3.6666666666666665,6.0,younger than 45
