-NBMy-4Yx6ptodS4np2j	https://cdn.jwplayer.com/v2/media/Ern2tc8F/poster.jpg<video_separator>https://cdn.jwplayer.com/videos/Ern2tc8F.mp4						
-NBNJMhk3PaXabQrwZ-c	I'm sorry, I do not think I have this information						
-NBNNKxnvOpDqqBtkaLl	Do you have any questions about this step?						
-N6JlvuFHTbSgGhLlOTu	Let me see what I can find :)						
-NBINoKVtDMYsA2W8UFN	Let me see...						
-NAJy8m1XnzyIU967Rd0	That's a great question!  Adding a couple of teaspoons of baking powder to the mix helps to bring a bit of air to the mix, forming a crust that is lighter and crisper, with increased surface area.	3	3	3	procedural		
-N96MaNGee1lrBoJpKI6	I'm sorry but I do not have a video on that specific step						
-NBSFsKW2vDAj6ymQY04	The earliest mention of the soufflé is attributed to French master cook  Vincent La Chapelle, in the early eighteenth century. The development and popularization of the soufflé is usually traced to French chef Marie-Antoine Carême in the early nineteenth century.	3	3	4			
-NBM7KBdZSPDn4HL2PZf	Interesting, right? :-D						
-N5ts4lH0mn38GbiG-9C	I mean step 1 of the recipe :)						
-NBGmcMezEAYPYlyQkYI	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Apple Pie. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.						
-NBMQDn7ycAZOzlaT07l	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Parisian Gnocchi. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.						
-NAJvJJUqgUR2HloER-A	That's a really good question! Let me see what I can find						
-NBX1P8hEyE577oks84f	We already reached the final step already. Don't forget to coat the gnocchi with finely grated Parmesan cheese.	0	0	1	procedural		procedural
-NAdIT81wCtYzUFOUQE5	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Duck à l'Orange. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.						
-NAj4XN9DSfVJGltBsix	More than taste whisking will affect the souffle consistency. More precisely, this will trap tiny air bubbles in the beaten whites. Once in the oven, those air bubbles will expand as gases and steam inflate them. That's what causes a soufflé to rise.	5	4	4			
-NAj4t3Ej5-EiQ0D4irN	I'm sorry, but I do not have a photo for this step						
-NBM5Trr0mPHaWcGOeZb	Step 2:  Whisk the buttermilk, egg, 1 tablespoon salt, and 2 tablespoons of the spice mixture in a large bowl. Add the chicken pieces and toss and turn to coat. Transfer the contents of the bowl to a gallon-sized zipper-lock freezer bag and refrigerate for at least 4 hours, and up to overnight, flipping the bag occasionally to redistribute the contents and coat the chicken evenly.		1		procedural	procedural	
-NBHenPdUfRSosxyO9OA	Hi. How can I help you?						
-NBHKi8n3gnRxqKwDFw2	Do you have any question about this step?						
-N9kFTGV_R-qHyZWkaRe	You should use coarse sea salt, as needed as it acts as an abrasive.	1	1	1			
-NBMAEQUDaLnjoC3s54G	If you wish to go to the next step, simply say "Next".						
-N5ttsZ1mZ1OCCNZYh9t	However, let's go on to the next step now						
-NBRq72QRNn9siNKC3Hy	Pine nuts are not actually nuts. They are seeds found inside the structure of the pine cone. Technically, sunflower seeds would provide the most similar flavor when looking for a pine nut substitution in traditional recipes. Sesame seeds would also offer a solution to those with nut allergies that don't have pine nuts on hand.	4	4	4			
-NBM6nMy00Tt9Y6sYKse	Brining is the process by which a lean meat (most often chicken, turkey, or pork) is submerged in a saltwater solution.	2	2	2			
-N5epRe0zj9Bcoa9pYNv	https://www.seriouseats.com/thmb/u9l4n4Din6ljvvrAMYBbK2xBY38=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2015__07__20210324-SouthernFriedChicken-Andrew-Janjigian-step1-7ffb702156b24545914d31d4b1c39007.jpg						
-N5jx2pepkoL5hSRWWtF	Would you like to go to the next step?						
-N4MrI3bf2eRbmPcQtHl	No it won't.						
-NBRtLvh4rZZwLfA4YhC	Let me see...						
-N4YUGjpjvUKA6VvOzHw	But a guess would be that it might be lighter						
-NBHpdo6Cvl1GkMRBOwb	The temperature will highly affect the consistency of your soufflée	1	1	1			
-NBM70UTztlNItkmR49Z	I'm happy to tell you this.						
-NBMSXNm9ej6NQdq8f2g	As a result, a pâte à choux dough isn't stretchy or bouncy; its more malleable and supple.	2	2	2			
-NBMCjOdb6GfW-hu3F-h	Knowing that gluten—the network of proteins formed when flour meets water—is the most likely culprit that leads to a crust with an almost rock-like density.  First and foremost: cut the protein-rich wheat flour with cornstarch, a pure starch that adds moisture-absorbing capabilities to the breading without adding excess protein.	5	4	5			
-N6JkvMxhDBz9U6eEf2W	2 tablespoons (30g) pine nuts						
-NAJwyW9B3iNfUQMz4kt	No it's the buttermilk.  Buttermilk is a fermented dairy drink. Traditionally, it was the liquid left behind after churning butter out of cultured cream. However, most modern buttermilk is cultured.It can be used in marination, especially of chicken and pork, which the lactic acid helps to tenderize, retain moisture and allows added flavors to permeate the meat.	7	7	5			
-NBXAFR367JOlus4h8O6	So yes, it does!						
-NAJxiGwyQJx3qwq6jmj	That's because you want to form a crust that was light and crisp.	1	0	1			
-NBN2TmXWpdq7DMTYZcC	https://cdn.jwplayer.com/v2/media/Ern2tc8F/poster.jpg<video_separator>https://cdn.jwplayer.com/videos/Ern2tc8F.mp4						
-NAJvzuIVByRywkOWpUR	Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface.	1	1	1			
-NBRsdayJjlvrNS-mWM-	But as long as you're using a decent, somewhat mild olive oil, your pesto is going to be good; if you feel like using an even higher-quality, not-too-spicy oil, whether Ligurian or not, it may be subtly better.	2	2	2			
-NBX_CQ4jHSH30tACzs_	Since they both work, do whichever way sounds better to you						procedural?
-NBXVDwNdBk1RNm5Uj-p	The name is used in France in the dish known as "gnocchis à la parisienne", a hot dish comprising gnocchi formed of choux pastry served with Béchamel sauce. A specialty of Nice, the "gnocchi de tantifla a la nissarda", is made with potatoes, wheat flour, eggs and "blette" (Swiss chard), which is also used for the "tourte de blette". "La merda dé can" is longer than the original gnocchi.	6	7	7			
-NBMxooD6wpy3b_72PPr	Hence, I would recommend using tart baking apples, like Granny Smiths.				procedural		procedural?
-NBSPFgvDWsio9Zkfc-i	I'm sorry. There is no video available						
-N9kGOZkc_IQOQkm3Vt6	https://www.seriouseats.com/thmb/46h30hK40zmc08msX2Ujus27TOk=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180731-pesto-reshoot-vicky-wasik-10--1500x1125-1c63329c0a5447bd9c7d3fe3bb997172.jpg						
-NBMHAkyute0loU9x5Cy	Any further questions?						
-NBHO_1kslbv7RyCGVo_	You should  continue cooking until dough pulls away from sides of pot leaving a thin layer and steams slightly.		0	1	procedural	procedural	procedural?
-NBMEoTYLo68Y_AUvdk2	That's how you add some buttermilk to the flour mixture.			1			procedural?
-N5etpNmiSn1V4-iARzl	It's quite important as it helps you to adjust the heat as necessary to maintain the temperature	1	0	1	procedural		procedural?
-NBNKw3AFn-c0rg4MRRq	You should preheat oven to 400°F (200°C) for a more browned soufflé with a slightly looser center or 375°F (190°C) for a more gently cooked soufflé that sets all the way through.	2	1	2	procedural	procedural	procedural?
-NBMy1ykLpxo_c9M9WUd	you can check from minute 0.30 to 0.45						
-N5erNeEHJcXecU7mYkR	https://www.seriouseats.com/thmb/0aQRJ15krGbviHzK5B3BHQj9Ep8=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2015__07__20150715-fried-chicken-02-921b328acddf4d73b1816d60b47fb534.jpg						
-NBX9_sIifvSUGuXM1Uo	The most famous, and the one we're talking about here, is pesto alla genovese, from the Ligurian city of Genoa and its environs.	2	2	2			
-NBHHdSDQy58vYavUq-H	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Parisian Gnocchi. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.						
-N4Mri_aNscJYjHFk_GW	The origin of fried chicken in the southern states of America has been traced to precedents in Scottish and West African cuisine.	1	1	1			
-NBGoqgAOjt3kNMu3CMv	You're welcome!						
-N5u0xeD_Ibdk0vbUe4M	The last step:  To Serve: Cool at least 1 hour at room temperature before serving. Wrapped in foil, leftovers will keep 3 days at room temperature. Warm in a 350°F (180°C) oven to restore the crispy crust and saucy filling.	1	1	0	procedural	procedural	
-NBXgTwzcwyKTZAN0OTP	If the skin is great, the duck will be, too.	1	1	1			
-NBRsbTD397GbyQ3sz8Z	The Ligurian oil, for instance, is buttery and rounded in flavor, and a good choice for your pesto.	2	2	2			
-NBWulBHUXHghIEW076W	Dijon bought in France or French brands bought in England (Maille usually) is very close to English mustard in taste. So you can use that as an alternative.	2	1	1			
-NBXWVLgSSxKrfVl7RaW	I'm sorry I do not have answer for this question						
-N9kEouthEuUPY0A_fCs	That's a really good question. So does It Matter What Kind of Mortar and Pestle You Use for Pesto? So if you use a ceramic mortar with a narrow ceramic pestle, the results are good, but the sauce never fully emulsifies.  The Thai granite mortar and pestle does a much better job, but it still didn't come close to the effectiveness of the Italian marble mortar with the large wooden pestle.  That large pestle head is perfect for efficiently smashing the garlic to paste, and the pine nuts, too. The basil yields under it in a fraction of the time and breaks down more fully.	7	6	6			
-NBIMrw2XCEN3v9PbqkA	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Buttermilk-Brined Southern Fried Chicken. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.						
-N4MtHcOM6N4tMpuWwMr	Can you tell me why it is important to place the chicken in the oven after frying it?						
-NBX9INUbdyeOgJMen6h	Give me a moment						
-N8YKWnaPPHgsGb1Qpoh	New England was the first region to experience large-scale English colonization in the early 17th century, beginning in 1620, and it was dominated by East Anglian Calvinists, better known as the Puritans. Baking was a particular favorite of the New Englanders and was the origin of dishes seen today as quintessentially "American", such as apple pie and the oven-roasted Thanksgiving turkey.	7	6	5			
-NBM7FvTYVDZufAoNGZo	Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface. An overnight brine will penetrate a few millimeters into the meat, giving you built-in seasoning before you ever get to the breading.	3	3	2			
-NBXgMUV7XQ8LdxIkndB	So unlike so many other roasts, where nailing a specific internal temperature is your goal, the key to a delicious whole roast duck is getting the skin just right. And that's what we are trying to do here.	2	2	2			
-N6JnbDmkrR-ioRRawLi	Yes you can. But I'd highly recommend you use a decent, somewhat mild olive oil, if you feel like using an even higher-quality, not-too-spicy oil, whether Ligurian or not, it may be subtly better.	2	1	1			procedural?
-N8YIIMF273LLzPsMxXU	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Old-Fashioned Apple Pie. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.						
-NBHMxWrI4kOXenOcG8Q	Before we proceed any further, can you tell me what is the difference between cold water dough and hot water one?						
-N5k231nCa8chG4gkjf7	I'm sorry but I do not have an answer to that question						
-N5eqa-bIb_61mZBrSO2	Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface.	1	1	1			
-N5jvYvK_CqS3GSlaa-8	You can watch from minute 1:00						
-N8YLk3r-ls6YO3J4dyt	until minute 1:40						
-N5tyuP3Xs20PcPaI3s8	So your guess regarding the heat is correct! That's the important thing. In our case, glass is important because it determines the rate at which heat is conducted to the pie. Heavy materials, like thick ceramic or stoneware, will slow that process down, which can produce a dense and greasy crust. Meanwhile, lightweight metal, like aluminum, may speed things up so much that by the time the crust is golden brown, the apples may still be a little crunchy. Glass lands right in the middle, conducting heat at a brisk but not breakneck pace, so that the crust turns out flaky and crisp just as the apples cook through.	8	8	6			
-N5eltibvR-DX79GkNLO	Before proceeding further, do you have any questions about this step?						
-NBHf2BSsMlJyuFm0gNT	This is step 1. Let me know if you have any questions regarding this step.						
-N6Jk7Uk-U9fvWLMJXnB	Mortar and pestle are implements used since ancient times to prepare ingredients or substances by crushing and grinding them into a fine paste or powder in the kitchen, laboratory, and pharmacy. The "mortar"  is a bowl, typically made of hard wood, metal, ceramic, or hard stone, such as granite. The "pestle"  is a heavy and blunt club-shaped object.	8	5	5			
-N5jxcdUP0oIm7MvhIHv	Is there anything else you'd like to learn about this step?						
-N4Mta3KZ6nyw6ql6pLn	Yes precisely. The coating overcooks long before the chicken is cooked through to the center. Hence, just fry the chicken until golden brown, then transfer it to a hot oven to finish cooking at a gentler pace. The result is chicken with a deep brown, craggy crust that's shatteringly crisp but not tough and that breaks away to meat that bursts with intensely seasoned juices underneath.	5	3	3	procedural		
-N5eqR_kc7QFdLzkXy-5	oh wow, that's correct!! You really are an expert!Brining is the process by which a lean meat (most often chicken, turkey, or pork) is submerged in a saltwater solution. As the meat sits, the saltwater will slowly dissolve key muscle proteins—most notably myosin, a protein that acts as a sort of glue, holding muscle fibers together).	5	5	4			
-NBXea6IBm4gCHzWo8xW	I'm sorry, I do not think I have a video on this.						
-N5k3Boacf39QRSwe1nR	This is how your sauce should look like						procedural?
-NAj2dV0D9KpYdN7wJj4	Grana Padano is a hard, slow-ripened, semi-fat, cow's-milk cheese from Italy, comparable to Parmigiano Reggiano. Grana Padano has had protected designation of origin status since 1996. It is made from cows' milk produced in Padania.	6	5	5			
-NAJzu-4XAJH7QCasdnm	You reached the last step in this recipe! well done!						
-NAj5aE2Wz0L6Dr2meDy	Balsamell or Besciamella is the Italian equivalent of the French Béchamel: a very simple white sauce of flour, butter and milk. The sauce was originally from Renaissance Tuscany and was known as "Salsa Colla or Colletta" ("glue sauce") because of the gluey consistency of the sauce, and was brought to France by the chefs of Catherina de' Medici in 1533.	7	7	7			
-N6Jn6Uuq121wGvVBTZ7	Historically, the cheeses of true Ligurian pesto were Parmigiano-Reggiano and Pecorino Sardo (or Fiore Sardo), a Sardinian sheep's-milk cheese.	3	2	3			
-N5trWgDjCTviC_N8CA5	Hey there! Happy to have you onboard for our masterclass :) Today you will be learning how to prepare Apple Pie.Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.						
-N5eqW9_2kvgXAfxT2JR	First, the ability of the meat to hold onto moisture increases.	1	1	1			
-NAjB4AFkOJ8elYdGEua	I'm sorry but I do not have an answer to your question						
-NBNMAgW0fLtVshiAb1z	Do you have any questions about this step?						
-N6JlMRXJVGbjFkl3Zv_	Perfect! Would you like to go to the next step?						
-NBSGYFNEzrsQskRdNjF	https://www.seriouseats.com/thmb/Xhhyze7_ec5__CIP6lWApSGiPPM=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2019__01__20190116-cheese-souffle-vicky-wasik-20-1500x1125-665264f4c45347e0b9f5dd65cf759a41.jpg						
-NBRqxJu_H6U8c4AdWEA	If you have access to a good farmers market that carries beautiful tufts of fragrant basil at the height of summer, definitely go for it.						procedural
-NBGrVg3_OGFxuqVfIfZ	Great question! Green apples (as used in this recipe) are especially high in pectin, which means that even though this recipe doesn't use nearly as much starch as my other pies, the filling will thicken considerably as it cools. This should be taken into consideration when putting leftovers in the fridge or freezer. However, that only means that it's best served warm—something that's been true of apple pie all along.	3	4	4			includes some procedural
-NAj9N-DZE_rYanQlIg5	Gruyère ( or ; , German: "Greyerzer") is a hard yellow Swiss cheese that originated in the cantons of Fribourg, Vaud, Neuchâtel, Jura, and Berne in Switzerland. It is named after the town of Gruyères. It is generally known as one of the finest cheeses for baking, having a distinctive but not overpowering taste.	6	5	5			
-NAJzqPAvH46vFh6iZlD	I'm sorry, I do not think I have this information						
-NBWzndyUBbPR3Ryuvt1	Was it helpful?						
-N5jw1K2PxbaqJJxeV21	Yes sure! Let me know if there is anything else you'd like to learn about this step						
-N9kHp4hbF7PRhd8um53	Congratulations! You reached the last step of this recipe!						
-N9kF75vpa6gpVEOV0gV	Most recipes for pesto sauce call for pine nuts, but you can also use walnuts.	2	2	2			procedural?
-NBRnqEQ4IZIOLXgKC05	OH they look like this:						
-N6JpBSDdc7RXKRT-yIv	Sure!						
-NAj8G5kJWzVGgVjAJFb	it only helps you during the process of beating the egg whites by hand. More precisely, with a french whisk, it should take a couple minutes at most	2	1	2			procedural?
-NBMDUaGrK8xwLzxsk6o	So that's the magic behind baking powder :-D						
-NAJyqIvCzOWWPWWJXCk	I'm sorry, I do not think I have this information						
-NBXd4lVltuuDfj_ygQX	In this step, you are starting to make the stock. A good brown stock is essential to make sauce bigarade.	1	1	1			
-N5jvl2gZcF8Z2lNdQhE	Would you like to go to the next step?						
-NAJzSdJpuM3-ZOETLIU	You should just season with salt to taste.						procedural
-NBX_ZHac7hjFhdktTQb	Let me see what I can find :)						
-N5tsSTjvB_z-98T7mj6	For the Filling: Combine brown sugar, cinnamon, salt, ginger, nutmeg, and cloves in a gallon-sized zip-top bag (do not add tapioca at this time). Peel, quarter, and core the apples, then slice into 1/2-inch wedges; significant deviation can change the consistency of the filling.	1	1	1	procedural	procedural	
-NBRreJ798tbJ7Uzd7oe	Based on this, you could grow it all year long :)	1	0	1			
-NBHTyUPu2X3SzbkHtpB	Well done! You reached the last step in this recipe!						
-NBg6MRAlC7V29VPSaiy	Let me see...						
-N5ttm32j9regMeCVvPM	This is how you do it. And the result of this procedure is the following:						
-NBM8Acl0t_ZvA6AIVMj	Sure!						
-NAj3XIuO3t76mNEX_lc	I'm sorry but I do not have videos for this recipe						
-NBHn9JyDhIHBId5v-_A	Happy to hear that.						
-N6JoBj_-ltAn29XqbTz	I do not have a video on the history of pesto! However, I have a video on how to make it! Would you like to watch that instead (it's 6 minutes long)?						
-N4DfVTzMYP86Vb3tA0g	To avoid that you should adjust the heat to maintain the temperature at 300°F for the duration of the cooking. Then fry the chicken until it’s a deep golden brown on the first side, about 6 minutes; do not move the chicken or start checking for doneness until it has fried for at least 3 minutes, or you may knock off the coating.  Then, carefully flip the chicken pieces with tongs and cook until the second side is golden brown, about 4 minutes longer.	2	0	2	procedural	procedural	procedural
-NAEYuN_-vXylucg24yA	That's a great question!   Unless you're reading this from Liguria itself, you probably don't have access to the prized basil of that region. If you happen to grow your own, lucky you. If you have access to a good farmers market that carries beautiful tufts of fragrant basil at the height of summer, definitely go for it. If you have to settle for supermarket clamshells of hydroponic herb, well, then, that's what it's going to be. Basically, get the best fresh basil you can, and that's all there is to it.	1	1	4			procedural
-NBWz5zzy9ihxi-qwmuz	Before going next, be aware of the impact cheese has on the gnocchi.						
-N6JkkUsKW3-FgUkLZ0W	https://www.seriouseats.com/thmb/cYo23EoIDBqb7p3vhFFRUeq-Xy8=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180731-pesto-reshoot-vicky-wasik-1--d9531beee56443eab31ee8fad4a33ddb.jpg						
-NBRoR2EETbHsC7hYUg3	There is, right? On the left is the mediterrian mortar and on the right you can see one made of granite.	1	0	2			
-N4DfwB9GkaLtPt1xHJE	You can use a lid over the pan to cook through. Any lid will do (sauce pan, baking dish etc.) as long as it mostly covers the food being cooked, without touching it, and is heatproof.				procedural		procedural
-NBX-wSOageV_J9-GHvo	Before going next, quiz time: Why is it important to pipe one batch of gnocchi through within one minute?						
-NBMRf1h7OkpN6z3TNaK	Before going to the next step, I want to highlight that this first step is crucial when making gnocchi.	1	0	1			
-NBHSm3MWhaMQYhp2zIZ	This will let it cool down slightly while allowing any vestiges of overworked gluten to relax and any under-hydrated starch to hydrate, helping the gnocchi to puff properly as they poach.	4	4	4			
-NBHR5DaMPoVE_Jefup2	Would you like to go to the next step?						
-NBIPTIDeXeseoN95WJk	But most likely the meat would need an hour to marinate after defrosting.	1	0	1			procedural?
-NBMQtH2ufa0KBXxE5IR	is there anything else you'd like to know about the required ingredients?						
-N5k1KEBjgWQjETZePPK	Bitter oranges are, of course, bitter, but they're also sour (hence why they're sometimes called sour oranges). On top of that, they have a complex floral aroma that neither navel oranges nor lemons can deliver.	4	4	4			
-NBXjdpUfhDI99Q7rGvX	According to that history, Catherine de' Medici introduced some proto-duck à l'orange to France in 1533, when she moved there with her retinue of cooks to marry the Duke of Orléans. It's plausible, even if there isn't conclusive evidence to support it, given her other significant introductions to French cuisine (béchamel sauce, onion soup, and more).	4	4	3			
-NAE_eyOtHKHJ8UQTxGJ	You got to the end of this recipe! Well done!						
-N6JmOD2dXHL6jOoyvgu	You need basil. Unless you're from Liguria itself, you probably don't have access to the prized basil of that region. If you happen to grow your own, lucky you. If you have access to a good farmers market that carries beautiful tufts of fragrant basil at the height of summer, definitely go for it. If you have to settle for supermarket clamshells of hydroponic herb, well, then, that's what it's going to be. Basically, get the best fresh basil you can, and that's all there is to it.	1	1	4			
-NAixexovGPh512VoGHl	I'm sorry, I do not think I have this information						
-NAiydunxbk8ocZ25Hh-	I'm sorry but I do not have a photo for step 2						
-NBM9WVb-tmq5Jm2rLa3	If you replace water with buttermilk, not only does the chicken come out just as moist as with water brine, it is actually significantly more tender as well, due to the tenderizing effects of buttermilk on food (soaking it for more than one night led to chicken that was so tender that it bordered on mush). Finally, hitting the buttermilk with spices helps build flavor right into the surface of the bird.	5	4	4			
-NBMWb6wmmamik7Fd-_b	A US dry gallon corresponds approximately to  4.4 liters.	1	1	1			
-N96KOyXn3GVIsV1sSNe	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare gnocchi. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.						
-N5tvUAIXejEm6tl2ACZ	Oh that's actually a great choice! Why did you pick Golden Delicious?						
-NBN4BiyPkijd3HWKuTn	You should bake the pie bake until it reaches 195°F (91°C) in the very center. In other words, for about 75 minutes.				procedural	procedural	procedural
-N4YStXUM2fRE20VJCjb	Thanks for your question! The spine will be used to make the sauce.	1	0	1		procedural	
-NBHK-wgAOB6z69e8cuw	Do you have other questions about the ingredients required to make Parisian gnocchi?						
-NBHOtZq9HO2UX2tC-rs	Would you like to go to the next step?						
-NAjC5qODAhL7xZ8EHRO	As mentioned, a souffle it first rises because of the steam created during baking, but once the steam production is over, it deflates. There is nothing to prevent a souffle from falling when it has cooled	2	3	4			
-NBRn8vaeijA8IfEwLHA	Let me see...						
-NBXgsFW115_gFZCH0rc	In a cooler oven, the skin and fat don't brown and render as well, and the last-minute high heat isn't enough to make up for lost time.	3	2	2			
-NBRpvJuAvkOUtjeEt1G	Was it helpful? Do you want to hear more?						
-NBHNQXIQJtXZVSnCIBX	The beauty of a hot water dough is that, as you can see, it doesn't bounce back as much as a cold water dough does.	1	1	1			
-N4YS8dhNvyTDaEFWyCc	Hey there! Happy to have you onboard for our masterclass :) Today you will be learning how to prepare Duck à l’Orange. Making Duck à l’Orange is a pretty straightforward process. However, there are certain aspects that you need to learn to successfully prepare this dish. This includes learning about * how to roast a whole duck, * how to make sauce bigarade, * how to make a good brown stock, * how to make sauce gastrique Make sure you have everything you need, and once you are ready we can start cooking.						
-N5k2gCSJ2g23xqWMZQK	Always!  Working over very low heat, whisk in butter until the sauce is silky and smooth; do not allow it to boil once the butter is added, lest the sauce break.	1	0		procedural		2 procedural
-NBXCfeMr5VQPItnZOp_	So speaking of nuts in pesto:Walnuts are actually a traditional alternative to pine nuts for Pesto alla Genovese; pine nuts have always been scarce, even in early-20th-century Italy.  As a caution, though, you need to get good, fresh walnuts and make sure to get all of the skin off the nuts, or the pesto will taste bitter and rancid.Almonds could also work, although I'd think they'd be rather bland.  The herb pastes which traditionally have crushed almonds -- such as Romanesco sauce -- include some hot pepper.  Again, freshness and getting the skin off is important. As long as you toast them properly first, they are delicious (though not the same as pine nuts, of course -- not nearly as fatty, for one thing).	10	9	8	procedural		including some procedural
-NBM9yFYqIqvcRtqBiwf	So these are the key features you should know about brining.  Was it helpful? Do you need more information?						
-NBMylXVJXAfjlcQHN9v	Great question! Let me see what I can find						
-NBST4EdhYntXXMETtzd	In confectionery and candy making, cream of tartar is commonly used as the acidulant, with typical amounts in the range of 0.15-0.25% of the sugar's weight. The use of cream of tartar imparts a honey-like flavor to the syrup. After the inversion is completed, it may be neutralized with baking soda using a weight of 45% of the cream of tartar's weight.	4	5	4			
-N9kDcc97IfsL4cOSibj	Yes sure! Just check this video from minutes 0.59 to 1.20						
-N5eqonelHH_ljLkNnA6	However, in this case, you can replace water with buttermilk	1	0	1		procedural	
-N6JjxvQ79LdPvKri3_a	That's a really good question! Let me see what I can find						
-N9W8OrVhu5-VVAd5Mgs	Homogenization (from "homogeneous;" Greek, "homogenes": "homos," same + "genos," kind) is the process of converting two immiscible liquids (i.e. liquids that are not soluble, in all proportions, one in another) into an emulsion (an emulsion is a type of colloid, which is a substance microscopically dispersed throughout another substance	4	5	3			
-NBHmmck1F9bCXuwjSgq	Actually it's some sort of policy against over-beaten egg whites. You can either use an expensive copper egg-beating bowl, which helps form more stable beaten whites that are less prone to breaking and weeping (the copper interferes with too-strong sulfur bonds from forming). You can add a little cream of tartar to the whites, an acid that also prevents those sulfur bonds from forming.	4	4	4			
-NBGrkvVPCp6ZlRJR43f	Let me see...						
